idx	tier	date	link	insts	venue	title
326	A	2025-10	10.1007/978-3-031-90893-4_74	Iran Broadcasting University	Lecture notes in networks and systems	Cross-Lingual Query-by-Example Spoken Term Detection: A Transformer-Based Approach
327	A	2025-10	arxiv.org/abs/2510.15432v2	Aalborg University; Fraunhofer Institute for Communication, Information Processing and Ergonomics		Quantization-Based Score Calibration for Few-Shot Keyword Spotting with Dynamic Time Warping in Noisy Environments
328	A	2025-10	10.1109/biocas67066.2025.00020	Nanyang Technological University; Agency for Science, Technology and Research		A Real-time Keyword Spotting Accelerator Using Depthwise Separable Convolutional Neural Network
329	C	2025-10	10.1007/s00034-025-03381-6	National Institute of Technology Patna	Circuits Systems and Signal Processing	Deconvolution of Source and System Responses for Development of KWS System in Out-of-Domain Test Conditions
330	A	2025-10	10.1109/isocc66390.2025.11330150	Seoul National University		Enhancing Robustness of Analog SNN for Keyword Spotting Inference
331	C	2025-10	10.1109/icscn67106.2025.11308357	India Habitat Centre		AI-Driven Desktop Voice Assistant
332	C	2025-10	10.1109/siot68426.2025.11368782	National Institute of Telecommunications		On-Device KWS and Speaker Recognition System for Discreet Emergency Assistance on Android
333	C	2025-10	10.1007/s11042-025-21080-x	Universitat Pompeu Fabra; Hospital de Nens de Barcelona	Multimedia Tools and Applications	Enhanced television broadcast monitoring with source separation-assisted audio fingerprinting: A case study
334	A	2025-10	arxiv.org/abs/2510.10740v1	Shanghai University; Xi’an Jiaotong-Liverpool University		Dual Data Scaling for Robust Two-Stage User-Defined Keyword Spotting
335	A	2025-10	10.1109/apccas67402.2025.11377692	Ritsumeikan University; Kyoto University; Edge Technologies (United States)		Memory and Energy Savings in the FPGA Implementation of Keyword Spotting with Stream Processing
336	C	2025-10	10.1109/apccas67402.2025.11379779	National Yang Ming Chiao Tung University		Energy-Efficient ReRAM-Based In-Memory Computing with Dual SNN/ANN Modes
337	C	2025-10	10.20944/preprints202510.0757.v1	University of California, Irvine; UNSW Sydney	Preprints.org	Energy Measurement and Secure Low-Power Optimization for Speech Systems on Intelligent Terminals
338	C	2025-10	10.20944/preprints202510.0816.v1	University of Michigan; Delft University of Technology	Preprints.org	Energy Use of Speech Algorithms on Intelligent Terminals
339	A	2025-10	10.1109/ccmcc67628.2025.11380583	Bar-Ilan University		KSPiM: A 65nm Processing-near-Memory State-Space Accelerator for Keyword Spotting
340	C	2025-10	10.1109/aimlsystems67835.2025.11330479	Indian Institute of Technology Kharagpur; Indian Institute of Technology Roorkee		k-Sparse Audio Adversarial Attack: Budget-Constrained Audio Perturbations with Total Variation Regularization
341	A	2025-10	10.1109/smc58881.2025.11342465	Xiangtan University; Peking University		LFBA: Latent-Space Frame-Level Backdoor Attacks on Keyword Spotting Systems
342	A	2025-10	10.1109/smc58881.2025.11342781	Jiangsu University		StyU-STD: Style-Diverse Sample Generation from Unlabeled Data for Query-by-Example Spoken Term Detection
343	C	2025-10	10.48550/arxiv.2510.03748	?	arXiv (Cornell University)	TreePrompt: Leveraging Hierarchical Few-Shot Example Selection for Improved English-Persian and English-German Translation
344	C	2025-10	arxiv.org/abs/2510.03319v1	City University of Hong Kong		SVDefense: Effective Defense against Gradient Inversion Attacks via Singular Value Decomposition
345	A	2025-10	10.1121/10.0041569	Iwate Prefectural University; University of Tsukuba	The Journal of the Acoustical Society of	A practical spoken term detection for 2000 h of speech data using a pre-matching method for all phone trigrams
346	A	2025-09	10.30837/2522-9818.2025.3.005	Kharkiv National University of Radio Electronics	Innovative technologies and scientific s	Two-factor authentication based on keyword spotting and speaker verification
347	C	2025-09	https://journals.uran.ua/itssi/article/view/340525	?	Scientific periodicals of Ukraine	Двофакторна автентифікація на основі методу KWS та голосової верифікації
348	C	2025-09	10.48550/arxiv.2510.00172	?	arXiv (Cornell University)	DRBench: A Realistic Benchmark for Enterprise Deep Research
349	C	2025-09	10.1109/humanoids65713.2025.11203157	Karlsruhe Institute of Technology		Combining Episodic Memory and LLMs for the Verbalization of Robot Experiences
350	C	2025-09	10.14445/23488549/ijece-v12i9p111	Koneru Lakshmaiah Education Foundation	International Journal of Electronics and	ICBIRS: Enhanced Content-Based Image Retrieval for High-Precision Image Matching with a Novel Convolutional Neural Network Variant
351	C	2025-09	10.48550/arxiv.2509.24808	?	arXiv (Cornell University)	Query Circuits: Explaining How Language Models Answer User Prompts
352	C	2025-09	10.47772/ijriss.2025.908000636	?	International Journal of Research and In	Educating Low Digital Literacy Users Through Agentic AI: A Multimodal On-Screen Coaching Assistant
353	A	2025-09	10.1007/s00034-025-03341-0	Dr. B. R. Ambedkar National Institute of Technology Jalandhar	Circuits Systems and Signal Processing	Improved Keyword Spotting in Soundbars: Mitigating Self-Generated Noise and Playback Distortions
354	C	2025-09	10.47392/irjaeh.2025.0552	Green Cross International; Gujarat Institute of Desert Ecology	International Research Journal on Advanc	Enhanced Spam Mail Detection Using Advanced Stylometric Features
355	C	2025-09	10.1109/spet67577.2025.11335980	BOE Technology Group (China)		Large Language Model-Based Speech Recognition Optimization Method for Power Dispatching Scenarios
356	N	2025-09	arxiv.org/abs/2509.13053v2	Eindhoven University of Technology	Neuromorphic Computing and Engineering	Traces Propagation: Memory-Efficient and Scalable Forward-Only Learning in Spiking Neural Networks
357	C	2025-09	arxiv.org/abs/2509.12508v4	?	arXiv (Cornell University)	Fun-ASR Technical Report
358	C	2025-09	10.1117/12.3087654	Shenzhen Technology University		An audio-based intelligent garbage classification method using transfer learning
359	A	2025-09	arxiv.org/abs/2509.07051v1	Politecnico di Milano; Luxottica (Italy)		End-to-End Efficiency in Keyword Spotting: A System-Level Approach for Embedded Microcontrollers
360	N	2025-09	arxiv.org/abs/2509.05488v1	?	arXiv (Cornell University)	MambaLite-Micro: Memory-Optimized Mamba Inference on MCUs
361	N	2025-09	arxiv.org/abs/2509.04721v1	George Mason University		Real-Time Performance Benchmarking of TinyML Models in Embedded Systems (PICO: Performance of Inference, CPU, and Operations)
362	C	2025-09	10.3390/make7030095	Zhengzhou University	Machine Learning and Knowledge Extractio	Machine Unlearning for Robust DNNs: Attribution-Guided Partitioning and Neuron Pruning in Noisy Environments
363	N	2025-09	10.55630/dipp.2025.15.1	Democritus University of Thrace	Digital Presentation and Preservation of	Tools for Historical Handwritten Document Analysis
364	C	2025-09	10.1080/01639374.2025.2539786	China Conservatory; Central Conservatory of Music; Agostinho Neto University	Cataloging & Classification Quarterly	ESEA (East-and-Southeast-Asian) Traditional Music Knowledge Base and Its Ontology-Subgraph-Driven NLQ2SPARQL Intelligent Question-Answering System
365	C	2025-09	arxiv.org/abs/2509.04356v1	University of Siegen; Honda (Germany); Dedan Kimathi University of Technology	Lecture notes in computer science	SRWToolkit: An Open Source Wizard of Oz Toolkit to Create Social Robotic Avatars
366	A	2025-09	10.1109/tcsi.2025.3603076	Ulsan National Institute of Science and Technology; Yonsei University	IEEE Transactions on Circuits and System	A Multibit ReRAM Computing-in-Memory Processor With Adaptive Decision Level Nonlinear ADC for Ultra-Low-Energy Keyword Spotting in Mobile Devices
367	C	2025-09	10.1145/3749481	Nanyang Technological University; Institute for Infocomm Research	Proceedings of the ACM on Interactive Mo	Certified Robustness against Sensor Heterogeneity in Acoustic Sensing
368	A	2025-09	10.1103/5hhw-sk9c	Institute for Atomic and Molecular Physics	Physical Review Applied	General framework for signal processing in nonlinear mass-spring networks with application to keyword spotting
369	N	2025-09	10.3390/s25175411	VNU University of Science; Hung Yen University of Technology and Education	Sensors	Redesigning Multimodal Interaction: Adaptive Signal Processing and Cross-Modal Interaction for Hands-Free Computer Interaction
370	N	2025-09	10.3724/2096-7004.di.2025.0111	Inner Mongolia University	Data Intelligence	Modality Adaptation Representation Learning for Historical Document Image Retrieval
371	C	2025-08	arxiv.org/abs/2508.21248v1	National Institute of Technology Sikkim; University of Southern California	Pattern Recognition Letters	Zero-Shot KWS for Children's Speech using Layer-Wise Features from SSL Models
372	C	2025-08	10.1109/ro-man63969.2025.11217657	KTH Royal Institute of Technology		BT-ACTION: A Test-Driven Approach for Modular Understanding of User Instruction Leveraging Behaviour Trees and LLMs
373	A	2025-08	10.1109/jssc.2025.3599862	University of Electronic Science and Technology of China; Artistic Realization Technologies; Taiwan Semiconductor Manufacturing Company (China)	IEEE Journal of Solid-State Circuits	A High-Accuracy and Ultra-Energy-Efficient Keyword Spotting Processor With Adaptive Noise Suppression and Multi-User Speaker Verification
374	A	2025-08	arxiv.org/abs/2508.18295v1	?	arXiv (Cornell University)	H-PRM: A Pluggable Hotword Pre-Retrieval Module for Various Speech Recognition Systems
375	A	2025-08	arxiv.org/abs/2509.06964v1	Shenzhen University; Nanjing University		Prototype: A Keyword Spotting-Based Intelligent Audio SoC for IoT
376	A	2025-08	10.21437/interspeech.2025-193	?		Fully End-to-end Streaming Open-vocabulary Keyword Spotting with W-CTC Forced Alignment
377	A	2025-08	10.21437/interspeech.2025-1607	?		SIDC-KWS: Efficient Spiking Inception-Dilated Conformer with Self-Attention for Keyword Spotting
378	A	2025-08	10.21437/interspeech.2025-2631	?		H-QuEST: Accelerating Query-by-Example Spoken Term Detection with Hierarchical Indexing
379	A	2025-08	10.21437/interspeech.2025-2722	?		Language-Agnostic Speech Tokenizer for Spoken Term Detection with Efficient Retrieval
380	C	2025-08	10.21437/interspeech.2025-380	?		Multilingual Query-by-Example KWS for Indian Languages using Transliteration
381	C	2025-08	10.1109/mercon67903.2025.11217116	University of Moratuwa		Conversation Prediction for Vishing Attack Detection: A Comparative Analysis of Pre-Trained Transformer Models
382	C	2025-08	10.36948/ijfmr.2025.v07i04.53542	Velammal Medical College Hospital and Research Institute	International Journal For Multidisciplin	AI-Powered Woman Safety Application with Real-Time Audio-Based Trigger and Emergency Alert System
383	A	2025-08	10.1109/icisc65841.2025.11187868	?		MFCC-Guided Convolutional Autoencoders: A Hybrid Framework for Noise-Resilient, Edge-Optimized Keyword Spotting
384	A	2025-08	arxiv.org/abs/2508.07363v1	Jiangsu University; Ubiquitous Energy (United States); Ministry of Industry and Information Technology	Computer Speech & Language	Keyword Mamba: Spoken Keyword Spotting with State Space Models
385	A	2025-08	10.1109/mwscas53549.2025.11244437	Tongji University		Systolic Spiking Neural Network Architecture for Speech Keyword Spotting
386	C	2025-08	arxiv.org/abs/2508.06292v1	Uppsala University	IEEE Journal of Selected Topics in Signa	Low-Bit Data Processing Using Multiple-Output Spiking Neurons with Non-linear Reset Feedback
387	A	2025-08	10.1109/tcds.2025.3594256	University of Electronic Science and Technology of China	IEEE Transactions on Cognitive and Devel	Lightweight Streaming Keyword Spotting System Based on Resonate-and-Fire Neurons
388	A	2025-08	arxiv.org/abs/2508.04857v1	?		Keyword Spotting with Hyper-Matched Filters for Small Footprint Devices
389	A	2025-08	arxiv.org/abs/2508.03190v1	?	SSRN Electronic Journal	PatchDSU: Uncertainty Modeling for Out of Distribution Generalization in Keyword Spotting
390	A	2025-08	10.1109/tcsi.2025.3594961	Nanyang Technological University; Institute of Microelectronics	IEEE Transactions on Circuits and System	Low-Power Learnable Digital Audio Feature Extractor for Always-on Keyword Spotting in Edge Devices
391	N	2025-08	10.35870/ijsecs.v5i2.4100	?	International Journal Software Engineeri	Hands-Free Video Player: Enhancing Accessibility with Voice-Controlled Navigation
392	C	2025-07	arxiv.org/abs/2507.23590v1	Google (United States); Macquarie University	Trends in Hearing	Identifying Hearing Difficulty Moments in Conversational Audio
393	A	2025-07	10.14445/23488549/ijece-v12i7p110	Goa University; National Institute of Technology Goa; Indian Institute of Technology Dharwad	International Journal of Electronics and	Query-by-Example Spoken Term Detection: A Systematic Review
394	C	2025-07	arxiv.org/abs/2507.18827v1	?	arXiv (Cornell University)	CueBuddy: helping non-native English speakers navigate English-centric STEM education
395	A	2025-07	10.1109/jssc.2025.3589101	Tsinghua University; United Microelectronics (United States); Nanyang Technological University	IEEE Journal of Solid-State Circuits	A 174/756-nW 6-Class Keyword Spotting ASIC With Delta/Successive-Approximation Dual-Mode Quantizer
396	A	2025-07	arxiv.org/abs/2507.15558v1	?		Multichannel Keyword Spotting for Noisy Conditions
397	A	2025-07	arxiv.org/abs/2507.15545v1	Technical University of Denmark; Bang & Olufsen (Denmark)		Data Aware Differentiable Neural Architecture Search for Tiny Keyword Spotting Applications
398	N	2025-07	10.3390/electronics14142900	University of Ioannina	Electronics	Enhancing Keyword Spotting via NLP-Based Re-Ranking: Leveraging Semantic Relevance Feedback in the Handwritten Domain
399	A	2025-07	10.1109/icspcc66825.2025.11194584	South China University of Technology		Task-Oriented Auxiliary Class Modeling in CTC-Based Speech Keyword Spotting
400	C	2025-07	10.1109/icspcc66825.2025.11194420	Kitware (United States); Chinese Academy of Sciences; Institute of Acoustics		Model Optimization Methods for Short-duration Speaker Verification
401	A	2025-07	10.1109/icce-taiwan66881.2025.11208113	National Central University		An FPGA based SoC Accelerator with Convolutional Neural Networks for Small-Print Keyword Spotting
402	A	2025-07	10.1109/isvlsi65124.2025.11130307	Indian Institute of Technology Jodhpur; The University of Tokyo		Resource-Efficient LSTM Architecture for Keyword Spotting with CORDIC-Activation Approximation
403	C	2025-07	arxiv.org/abs/2507.04182v1	University of Stavanger		Navigating Speech Recording Collections with AI-Generated Illustrations
404	C	2025-07	arxiv.org/abs/2507.02666v1	?		ASDA: Audio Spectrogram Differential Attention Mechanism for Self-Supervised Representation Learning
405	A	2025-07	10.1109/jstsp.2025.3604709	International Institute of Information Technology, Hyderabad; Samsung (India)	IEEE Journal of Selected Topics in Signa	Dysarthric Speech Intelligibility Assessment by Custom Keyword Spotting
406	C	2025-06	10.1109/ijcnn64981.2025.11228318	Commissariat à l'Énergie Atomique et aux Énergies Alternatives; CEA Grenoble; Laboratoire d'Informatique de Grenoble; Université Grenoble Alpes		Exploring the Trade-Off between Model Complexity and Numerical Precision for Efficient Edge AI Inference
407	C	2025-06	10.36315/2025v2end034	?		TRANSFORMING ELECTRONICS EDUCATION WITH AI: A CHALLENGE-BASED LEARNING APPROACH
408	A	2025-06	10.1109/tcsi.2025.3580398	Beihang University; BOE Technology Group (China); Chongqing University; Tsinghua University	IEEE Transactions on Circuits and System	AM-CIM: Approximate Memory Based Near Sensor Compute-in-Memory Architecture for Keyword Spotting
409	C	2025-06	10.3390/automation6030025	Poornima University; Technical University of Malaysia Malacca	Automation	Speech Recognition-Based Wireless Control System for Mobile Robotics: Design, Implementation, and Analysis
410	A	2025-06	arxiv.org/abs/2506.17690v1	?		Low-resource keyword spotting using contrastively trained transformer acoustic word embeddings
411	A	2025-06	arxiv.org/abs/2506.17686v2	?		Enhancing Few-shot Keyword Spotting Performance through Pre-Trained Self-supervised Speech Models
412	A	2025-06	arxiv.org/abs/2506.14657v1	Intelligent Energy (United Kingdom); Chung-Ang University; Electronics and Telecommunications Research Institute; University of Southern California		ASAP-FE: Energy-Efficient Feature Extraction Enabling Multi-Channel Keyword Spotting on Edge Processors
413	B	2025-06	arxiv.org/abs/2507.01024v1	?	arXiv (Cornell University)	Hello Afrika: Speech Commands in Kinyarwanda
414	C	2025-06	arxiv.org/abs/2506.11350v2	Xiaomi (China)		GLAP: General contrastive audio-text pretraining across domains and languages
415	A	2025-06	arxiv.org/abs/2506.11169v1	?		Advances in Small-Footprint Keyword Spotting: A Comprehensive Review of Efficient Models and Algorithms
416	C	2025-06	10.48550/arxiv.2506.09506	?	arXiv (Cornell University)	Dynamic Sub-region Search in Homogeneous Collections Using CLIP
417	A	2025-06	arxiv.org/abs/2506.08911v1	?	arXiv (Cornell University)	Implementing Keyword Spotting on the MCUX947 Microcontroller with Integrated NPU
418	C	2025-06	arxiv.org/abs/2506.08346v1	Xiangtan University; Peking University		SPBA: Utilizing Speech Large Language Model for Backdoor Attacks on Speech Classification Models
419	C	2025-06	arxiv.org/abs/2506.07494v2	?	arXiv (Cornell University)	Towards Energy-Efficient and Low-Latency Voice-Controlled Smart Homes: A Proposal for Offline Speech Recognition and IoT Integration
420	C	2025-06	10.1145/3725241	University of Waterloo	Proceedings of the ACM on Management of 	Output-Optimal Algorithms for Join-Aggregate Queries
421	A	2025-06	arxiv.org/abs/2506.11096v1	Institut National des Langues et Civilisations Orientales; Language and Learning Foundation; Langues et Civilisations à Tradition Orale; Laboratoire de Linguistique Formelle	arXiv (Cornell University)	Assessing the Impact of Anisotropy in Neural Representations of Speech: A Case Study on Keyword Spotting
422	C	2025-06	10.1007/s43926-025-00165-x	University of Rajasthan; Directorate of Coldwater Fisheries Research	Discover Internet of Things	Voice-activated home automation system for IoT edge devices using TinyML
423	A	2025-06	arxiv.org/abs/2506.01263v1	?		WCTC-Biasing: Retraining-free Contextual Biasing ASR with Wildcard CTC-based Keyword Spotting and Inter-layer Biasing
424	A	2025-06	10.1109/mipro65660.2025.11131906	University of Rijeka; Radboud University Nijmegen; Radboud University Medical Center; Radboud Institute for Molecular Life Sciences		Optimizing Keyword Spotting Classifier Based on Tiny Machine Learning for Low-Power Embedded Devices
425	C	2025-06	arxiv.org/abs/2506.00848v1	?	arXiv (Cornell University)	Speech Unlearning
426	C	2025-06	10.32628/ijsrset251296	Lingaya's Vidyapeeth	International Journal of Scientific Rese	Development of an AI-Powered Voice Assistant: Enhancing Speech Recognition and User Interaction
427	C	2025-05	10.64117/simposioscea.v1i1.65	Universidad Carlos III de Madrid	Simposios del Comité Español de Automáti	Interaction with a humanoid robot through a conversational interface using DeepSeek
428	C	2025-05	arxiv.org/abs/2505.24852v3	Delft University of Technology	IEEE Journal of Solid-State Circuits	Chameleon: A Multiplier-Free Temporal Convolutional Network Accelerator for End-to-End Few-Shot and Continual Learning from Sequential Data
429	A	2025-05	arxiv.org/abs/2505.24820v1	Shanghai Jiao Tong University; Alibaba Group (China)		Masked Self-distilled Transducer-based Keyword Spotting with Semi-autoregressive Decoding
430	A	2025-05	arxiv.org/abs/2505.22995v1	?		LLM-Synth4KWS: Scalable Automatic Generation and Synthesis of Confusable Data for Custom Keyword Spotting
431	C	2025-05	arxiv.org/abs/2505.23939v2	?		Searching Neural Architectures for Sensor Nodes on IoT Gateways
432	A	2025-05	arxiv.org/abs/2505.19577v3	Shanghai Jiao Tong University; National University of Singapore	IEEE Transactions on Audio Speech and La	MFA-KWS: Effective Keyword Spotting with Multi-head Frame-asynchronous Decoding
433	A	2025-05	10.1109/fg61629.2025.11099480	Foton Motors (China)		Visual Keyword Spotting with Multi-Encoder for MAVSR 2025
434	A	2025-05	10.1109/iscas56072.2025.11043653	Ulsan National Institute of Science and Technology; Yonsei University		A 0.74 μJ/decision and 22.59 TOPS/W Keyword Spotting CIM Processor with Short-Current-Free Multi-level ReRAM and Adaptive-Decision-Level Nonlinear ADC
435	C	2025-05	10.1109/iscas56072.2025.11043718	Tohoku University		Event-Driven Inference with Spiking Neural Networks Enhanced by Non-Volatile Analog Spin-Orbit Torque Devices
436	C	2025-05	10.1109/iscas56072.2025.11043273	Istanbul Technical University		Performance Analysis of Phoneme Based Voice Recognition System on Different Accents
437	C	2025-05	10.1109/cniot65435.2025.11070537	University of Macau		A Keyword-Spotting(KWS) Chip Featuring a Bio-Inspired Neuron Model in 65-nm CMOS
438	A	2025-05	10.1007/s42979-025-04023-z	National Institute of Technology Goa; Indian Institute of Technology Goa; Indian Institute of Technology Dharwad	SN Computer Science	Exploring the Impact of Different Similarity Measures on Query-by-Example Spoken Term Detection
439	A	2025-05	arxiv.org/abs/2505.16735v2	?		Adversarial Deep Metric Learning for Cross-Modal Audio-Text Alignment in Open-Vocabulary Keyword Spotting
440	A	2025-05	arxiv.org/abs/2505.14814v2	?		GraphemeAug: A Systematic Approach to Synthesized Hard Negative Keyword Spotting Examples
441	A	2025-05	arxiv.org/abs/2505.14600v1	?	arXiv (Cornell University)	AdaKWS: Towards Robust Keyword Spotting with Test-Time Adaptation
442	B	2025-05	10.1038/s41598-025-01886-3	University of Salerno	Scientific Reports	Context-aware data augmentation for enhanced speech command recognition in industrial environments
443	C	2025-05	10.1109/icde65448.2025.00021	Peking University; Institute of Software; Simon Fraser University; Huawei Technologies (China)		BQSched: A Non-Intrusive Scheduler for Batch Concurrent Queries via Reinforcement Learning
444	A	2025-05	arxiv.org/abs/2505.11817v1	Forthnet (Greece); Nanyang Technological University; South China University of Technology		AnalyticKWS: Towards Exemplar-Free Analytic Class Incremental Learning for Small-footprint Keyword Spotting
445	A	2025-05	arxiv.org/abs/2505.09304v2	?	arXiv (Cornell University)	Adaptive Noise Resilient Keyword Spotting Using One-Shot Learning
446	A	2025-05	10.1038/s41598-025-00304-y	Guangxi University	Scientific Reports	Dynamic convolution models for cross-frontend keyword spotting
447	C	2025-05	10.1109/async65240.2025.00009	Tsinghua University		An Asynchronous RISC-V-based SNN Processor with Custom ISA Extensions for Programmable On-Chip Learning
448	C	2025-05	10.55041/ijsrem47239	?	INTERANTIONAL JOURNAL OF SCIENTIFIC RESE	Analysis of Spot-Welded Stiffened Plates under Compression Loading for Automotive Applications
449	A	2025-05	arxiv.org/abs/2505.02469v1	Mid Sweden University		Efficient Continual Learning in Keyword Spotting using Binary Neural Networks
450	C	2025-04	arxiv.org/abs/2504.19659v1	Friedrich-Alexander-Universität Erlangen-Nürnberg		Hardware/Software Co-Design of RISC-V Extensions for Accelerating Sparse DNNs on FPGAs
451	A	2025-04	10.1109/aicas64808.2025.11173165	American University in Cairo		Efficient MFCC Computation for Keyword Spotting on Embedded Systems: Optimization Techniques and Performance Analysis
452	C	2025-04	10.1109/cros66186.2025.11066124	Universidade Federal de Goiás		A Simplified Pipeline for Wakeword Creation and Deployment: Leveraging Zero-Shot Text-to-Speech and ROS2 for Robotic Systems
453	A	2025-04	10.21203/rs.3.rs-6299568/v1	Shandong Youth University of Political Science	Research Square	Spoken Term Detection Method Based on Density Peak Clustering and Improved Depth Automatic Encoder
454	N	2025-04	10.55041/ijsrem45854	Maharaja Engineering College	INTERANTIONAL JOURNAL OF SCIENTIFIC RESE	AI Sign Language Detection for Disabled People & Chatbot
455	C	2025-04	10.1109/tmc.2025.3561778	Singapore Management University	IEEE Transactions on Mobile Computing	Toward Diverse Tiny-Model Selection for Microcontrollers
456	C	2025-04	10.31219/osf.io/zatw9_v1	Harvard University Press		Multimodal Retrieval of Genomics Data Visualizations
457	C	2025-04	arxiv.org/abs/2505.03750v2	?	arXiv (Cornell University)	AI-Powered Agile Analog Circuit Design and Optimization
458	C	2025-04	10.3390/s25082546	Harbin Institute of Technology; Nagoya University; Gifu University	Sensors	Query by Example: Semantic Traffic Scene Retrieval Using LLM-Based Scene Graph Representation
459	A	2025-04	10.1007/s43674-025-00080-2	University of Nottingham Malaysia Campus	Advances in Computational Intelligence	Design of a DNN-based operator on edge device for keyword spotting
460	C	2025-04	10.55041/ijsrem44587	?	INTERANTIONAL JOURNAL OF SCIENTIFIC RESE	Aurora – Revolutionizing Human-AI Interaction – “Hey Luna”
461	N	2025-04	arxiv.org/abs/2504.09296v2	?		Look and Talk: Seamless AI Assistant Interaction with Gaze-Triggered Activation
462	C	2025-04	10.36948/ijfmr.2025.v07i02.40743	Galgotias University	International Journal For Multidisciplin	A Modular Framework for Intelligent Virtual Assistant Development: Bridging Frontend and Backend Innovations
463	A	2025-04	arxiv.org/abs/2504.05802v1	Institute for Atomic and Molecular Physics	arXiv (Cornell University)	Mass-Spring Models for Passive Keyword Spotting: A Springtronics Approach
464	A	2025-04	10.1109/icasspw65056.2025.11011203	Fraunhofer Institute for Digital Media Technology		Federated Semi-supervised Learning for Industrial Sound Analysis and Keyword Spotting
465	C	2025-04	10.1109/icaeca63854.2025.11012365	Amrita Vishwa Vidyapeetham		Enhancing Student Learning with a Customizable Virtual Assistant
466	C	2025-04	10.21203/rs.3.rs-6073810/v1	SIB Swiss Institute of Bioinformatics; University of Zurich; ETH Zurich	Research Square	Temporal Hierarchy in Spiking Neural Networks
467	A	2025-03	10.14445/22315381/ijett-v73i3p117	?	International Journal of Engineering Tre	Embedded Device Keyword Spotting Model with Quantized Convolutional Neural Network
468	A	2025-03	10.23919/date64628.2025.10993014	Sogang University		Thanos: Energy-Efficient Keyword Spotting Processor with Hybrid Time-Feature-Frequency-Domain Zero-Skipping
469	A	2025-03	10.1201/9781003532521-62	?		Sentiment analysis through voice using rule based, pre-existing emotion recognition and keyword spotting approach
470	C	2025-03	10.23919/date64628.2025.10993050	Delft University of Technology		SolarML: Optimizing Sensing and Inference for Solar-Powered TinyML Platforms
471	C	2025-03	arxiv.org/abs/2503.22072v1	National Yang Ming Chiao Tung University; Industrial Technology Research Institute		CIMR-V: An End-to-End SRAM-based CIM Accelerator with RISC-V for AI Edge Device
472	A	2025-03	10.52783/jisem.v10i25s.4021	Berhampur University	Journal of Information Systems Engineeri	On-device Keyword Spotting of Odia Language on an Edge Device Using Quantization for Model Compression
473	C	2025-03	10.5194/oos2025-1568	Centre National de la Recherche Scientifique; Université de Toulon; Laboratoire d’Informatique et Systèmes		Line gain for long term environmental survey
474	A	2025-03	arxiv.org/abs/2503.15402v1	?	arXiv (Cornell University)	Towards efficient keyword spotting using spike-based time difference encoders
475	A	2025-03	10.1109/tcsii.2025.3552970	University of Macau; Institute of Microelectronics	IEEE Transactions on Circuits & Systems 	A 28-nm MFCC-Free Keyword Switchable Keyword Spotting (KWS) System With Transferred Training Algorithm
